"","language","article","date","views"
"20820","en","taliban",2012-07-26,2665
"20825","en","tehrik-i-taliban_pakistan",2012-07-26,387
"2082","en","terror",2012-07-26,142
"2081","en","terrorism",2012-07-26,2672
"2086","en","weapons-grade",2012-07-26,60
"20913","en","abu_sayyaf",2012-07-27,515
"209","en","al-qaeda",2012-07-27,3927
"20923","en","al-qaeda_in_the_arabian_peninsula",2012-07-27,171
"20924","en","al-qaeda_in_the_islamic_maghreb",2012-07-27,121
"20927","en","al-shabaab",2012-07-27,591
"20911","en","biological_weapon",2012-07-27,81
"20918","en","car_bomb",2012-07-27,177
"20910","en","chemical_weapon",2012-07-27,583
"2095","en","conventional_weapon",2012-07-27,62
"2097","en","dirty_bomb",2012-07-27,421
"2094","en","eco-terrorism",2012-07-27,213
"2093","en","environmental_terrorism",2012-07-27,15
"20915","en","euskadi_ta_askatasuna",2012-07-27,51
"20914","en","farc",2012-07-27,153
"20916","en","hezbollah",2012-07-27,2159
"20912","en","improvised_explosive_device",2012-07-27,1675
"20929","en","islamist",2012-07-27,115
"20919","en","jihad",2012-07-27,1670
"2099","en","nuclear",2012-07-27,129
"2098","en","nuclear_enrichment",2012-07-27,3
"20917","en","palestine_liberation_front",2012-07-27,42
"20926","en","political_radicalism",2012-07-27,120
"20928","en","recruitment",2012-07-27,1471
"20922","en","suicide_attack",2012-07-27,389
"20921","en","suicide_bomber",2012-07-27,109
"20920","en","taliban",2012-07-27,2611
"20925","en","tehrik-i-taliban_pakistan",2012-07-27,324
"2092","en","terror",2012-07-27,133
"2091","en","terrorism",2012-07-27,2514
"2096","en","weapons-grade",2012-07-27,65
"21017","en","abu_sayyaf",2012-07-28,334
"210","en","al-qaeda",2012-07-28,3101
"21027","en","al-qaeda_in_the_arabian_peninsula",2012-07-28,112
"21028","en","al-qaeda_in_the_islamic_maghreb",2012-07-28,97
"21031","en","al-shabaab",2012-07-28,480
"21015","en","biological_weapon",2012-07-28,124
"21022","en","car_bomb",2012-07-28,246
"21014","en","chemical_weapon",2012-07-28,412
"2109","en","conventional_weapon",2012-07-28,48
"21011","en","dirty_bomb",2012-07-28,277
"2107","en","eco-terrorism",2012-07-28,190
"2105","en","environmental_terrorism",2012-07-28,24
"21019","en","euskadi_ta_askatasuna",2012-07-28,56
"21018","en","farc",2012-07-28,126
"21020","en","hezbollah",2012-07-28,1923
"21016","en","improvised_explosive_device",2012-07-28,1012
"21033","en","islamist",2012-07-28,148
"21023","en","jihad",2012-07-28,1463
"21013","en","nuclear",2012-07-28,85
"21012","en","nuclear_enrichment",2012-07-28,5
"21021","en","palestine_liberation_front",2012-07-28,36
"21030","en","political_radicalism",2012-07-28,100
"21032","en","recruitment",2012-07-28,1077
"21026","en","suicide_attack",2012-07-28,415
"21025","en","suicide_bomber",2012-07-28,75
"21024","en","taliban",2012-07-28,2096
"21029","en","tehrik-i-taliban_pakistan",2012-07-28,204
"2103","en","terror",2012-07-28,138
"2101","en","terrorism",2012-07-28,2013
"21010","en","weapons-grade",2012-07-28,44
"21117","en","abu_sayyaf",2012-07-29,676
"211","en","al-qaeda",2012-07-29,3377
"21129","en","al-qaeda_in_the_arabian_peninsula",2012-07-29,127
"21131","en","al-qaeda_in_the_islamic_maghreb",2012-07-29,96
"21137","en","al-shabaab",2012-07-29,640
"21115","en","biological_weapon",2012-07-29,121
"21122","en","car_bomb",2012-07-29,220
"21114","en","chemical_weapon",2012-07-29,427
"2119","en","conventional_weapon",2012-07-29,39
"21111","en","dirty_bomb",2012-07-29,324
"2117","en","eco-terrorism",2012-07-29,210
"2115","en","environmental_terrorism",2012-07-29,21
"21119","en","euskadi_ta_askatasuna",2012-07-29,55
"21118","en","farc",2012-07-29,136
"21120","en","hezbollah",2012-07-29,1909
"21116","en","improvised_explosive_device",2012-07-29,1014
"21141","en","islamist",2012-07-29,127
"21123","en","jihad",2012-07-29,1519
"21113","en","nuclear",2012-07-29,135
"21112","en","nuclear_enrichment",2012-07-29,8
"21121","en","palestine_liberation_front",2012-07-29,46
"21135","en","political_radicalism",2012-07-29,115
"21139","en","recruitment",2012-07-29,1057
"21127","en","suicide_attack",2012-07-29,394
"21125","en","suicide_bomber",2012-07-29,74
"21124","en","taliban",2012-07-29,2315
"21133","en","tehrik-i-taliban_pakistan",2012-07-29,196
"2113","en","terror",2012-07-29,130
"2111","en","terrorism",2012-07-29,2397
"21110","en","weapons-grade",2012-07-29,53
"21216","en","abu_sayyaf",2012-07-30,764
"212","en","al-qaeda",2012-07-30,3706
"21226","en","al-qaeda_in_the_arabian_peninsula",2012-07-30,142
"21227","en","al-qaeda_in_the_islamic_maghreb",2012-07-30,131
"21230","en","al-shabaab",2012-07-30,641
"21214","en","biological_weapon",2012-07-30,149
"21221","en","car_bomb",2012-07-30,204
"21213","en","chemical_weapon",2012-07-30,445
"2125","en","conventional_weapon",2012-07-30,62
"21210","en","dirty_bomb",2012-07-30,373
"2124","en","eco-terrorism",2012-07-30,244
"2123","en","environmental_terrorism",2012-07-30,14
"21218","en","euskadi_ta_askatasuna",2012-07-30,54
"21217","en","farc",2012-07-30,152
"21219","en","hezbollah",2012-07-30,2546
"21215","en","improvised_explosive_device",2012-07-30,1429
"21232","en","islamist",2012-07-30,227
"21222","en","jihad",2012-07-30,1821
"21212","en","nuclear",2012-07-30,153
"21211","en","nuclear_enrichment",2012-07-30,10
"21220","en","palestine_liberation_front",2012-07-30,44
"21229","en","political_radicalism",2012-07-30,113
"21231","en","recruitment",2012-07-30,1810
"21225","en","suicide_attack",2012-07-30,529
"21224","en","suicide_bomber",2012-07-30,70
"21223","en","taliban",2012-07-30,2643
"21228","en","tehrik-i-taliban_pakistan",2012-07-30,222
"2122","en","terror",2012-07-30,155
"2121","en","terrorism",2012-07-30,2569
"2127","en","weapons-grade",2012-07-30,67
"21314","en","abu_sayyaf",2012-07-31,514
"213","en","al-qaeda",2012-07-31,3699
"21324","en","al-qaeda_in_the_arabian_peninsula",2012-07-31,142
"21325","en","al-qaeda_in_the_islamic_maghreb",2012-07-31,140
"21328","en","al-shabaab",2012-07-31,579
"21312","en","biological_weapon",2012-07-31,128
"21319","en","car_bomb",2012-07-31,247
"21311","en","chemical_weapon",2012-07-31,475
"2135","en","conventional_weapon",2012-07-31,62
"2137","en","dirty_bomb",2012-07-31,370
"2134","en","eco-terrorism",2012-07-31,251
"2133","en","environmental_terrorism",2012-07-31,19
"21316","en","euskadi_ta_askatasuna",2012-07-31,34
"21315","en","farc",2012-07-31,166
"21317","en","hezbollah",2012-07-31,2104
"21313","en","improvised_explosive_device",2012-07-31,1509
"21330","en","islamist",2012-07-31,190
"21320","en","jihad",2012-07-31,1866
"21310","en","nuclear",2012-07-31,135
"2139","en","nuclear_enrichment",2012-07-31,2
"21318","en","palestine_liberation_front",2012-07-31,47
"21327","en","political_radicalism",2012-07-31,122
"21329","en","recruitment",2012-07-31,1744
"21323","en","suicide_attack",2012-07-31,463
"21322","en","suicide_bomber",2012-07-31,68
"21321","en","taliban",2012-07-31,2666
"21326","en","tehrik-i-taliban_pakistan",2012-07-31,191
"2132","en","terror",2012-07-31,121
"2131","en","terrorism",2012-07-31,2394
"2136","en","weapons-grade",2012-07-31,65
"21414","en","abu_sayyaf",2012-08-01,476
"214","en","al-qaeda",2012-08-01,4035
"21424","en","al-qaeda_in_the_arabian_peninsula",2012-08-01,210
"21425","en","al-qaeda_in_the_islamic_maghreb",2012-08-01,113
"21428","en","al-shabaab",2012-08-01,615
"21412","en","biological_weapon",2012-08-01,153
"21419","en","car_bomb",2012-08-01,212
"21411","en","chemical_weapon",2012-08-01,404
"2145","en","conventional_weapon",2012-08-01,39
"2147","en","dirty_bomb",2012-08-01,362
"2144","en","eco-terrorism",2012-08-01,226
"2143","en","environmental_terrorism",2012-08-01,17
"21416","en","euskadi_ta_askatasuna",2012-08-01,65
"21415","en","farc",2012-08-01,147
"21417","en","hezbollah",2012-08-01,2000
"21413","en","improvised_explosive_device",2012-08-01,1381
"21430","en","islamist",2012-08-01,154
"21420","en","jihad",2012-08-01,1821
"21410","en","nuclear",2012-08-01,153
"2148","en","nuclear_enrichment",2012-08-01,7
"21418","en","palestine_liberation_front",2012-08-01,65
"21427","en","political_radicalism",2012-08-01,124
"21429","en","recruitment",2012-08-01,1639
"21423","en","suicide_attack",2012-08-01,501
"21422","en","suicide_bomber",2012-08-01,69
"21421","en","taliban",2012-08-01,2675
"21426","en","tehrik-i-taliban_pakistan",2012-08-01,254
"2142","en","terror",2012-08-01,161
"2141","en","terrorism",2012-08-01,2313
"2146","en","weapons-grade",2012-08-01,54
"21513","en","abu_sayyaf",2012-08-02,509
"215","en","al-qaeda",2012-08-02,4661
"21523","en","al-qaeda_in_the_arabian_peninsula",2012-08-02,248
"21524","en","al-qaeda_in_the_islamic_maghreb",2012-08-02,140
"21527","en","al-shabaab",2012-08-02,770
"21511","en","biological_weapon",2012-08-02,113
"21518","en","car_bomb",2012-08-02,218
"21510","en","chemical_weapon",2012-08-02,397
"2155","en","conventional_weapon",2012-08-02,51
"2157","en","dirty_bomb",2012-08-02,323
"2154","en","eco-terrorism",2012-08-02,229
"2153","en","environmental_terrorism",2012-08-02,21
"21515","en","euskadi_ta_askatasuna",2012-08-02,46
"21514","en","farc",2012-08-02,152
"21516","en","hezbollah",2012-08-02,2429
"21512","en","improvised_explosive_device",2012-08-02,2099
"21529","en","islamist",2012-08-02,182
"21519","en","jihad",2012-08-02,1762
"2159","en","nuclear",2012-08-02,167
"2158","en","nuclear_enrichment",2012-08-02,5
"21517","en","palestine_liberation_front",2012-08-02,57
"21526","en","political_radicalism",2012-08-02,268
"21528","en","recruitment",2012-08-02,1376
"21522","en","suicide_attack",2012-08-02,457
"21521","en","suicide_bomber",2012-08-02,106
"21520","en","taliban",2012-08-02,2755
"21525","en","tehrik-i-taliban_pakistan",2012-08-02,254
"2152","en","terror",2012-08-02,165
"2151","en","terrorism",2012-08-02,2425
"2156","en","weapons-grade",2012-08-02,60
"21613","en","abu_sayyaf",2012-08-03,431
"216","en","al-qaeda",2012-08-03,3898
"21623","en","al-qaeda_in_the_arabian_peninsula",2012-08-03,155
"21624","en","al-qaeda_in_the_islamic_maghreb",2012-08-03,103
"21627","en","al-shabaab",2012-08-03,446
"21611","en","biological_weapon",2012-08-03,110
"21618","en","car_bomb",2012-08-03,240
"21610","en","chemical_weapon",2012-08-03,382
"2165","en","conventional_weapon",2012-08-03,42
"2167","en","dirty_bomb",2012-08-03,371
"2164","en","eco-terrorism",2012-08-03,186
"2163","en","environmental_terrorism",2012-08-03,22
"21615","en","euskadi_ta_askatasuna",2012-08-03,56
"21614","en","farc",2012-08-03,148
"21616","en","hezbollah",2012-08-03,2008
"21612","en","improvised_explosive_device",2012-08-03,1813
"21629","en","islamist",2012-08-03,172
"21619","en","jihad",2012-08-03,1571
"2169","en","nuclear",2012-08-03,147
"2168","en","nuclear_enrichment",2012-08-03,5
"21617","en","palestine_liberation_front",2012-08-03,57
"21626","en","political_radicalism",2012-08-03,145
"21628","en","recruitment",2012-08-03,1450
"21622","en","suicide_attack",2012-08-03,426
"21621","en","suicide_bomber",2012-08-03,61
"21620","en","taliban",2012-08-03,2457
"21625","en","tehrik-i-taliban_pakistan",2012-08-03,217
"2162","en","terror",2012-08-03,158
"2161","en","terrorism",2012-08-03,2017
"2166","en","weapons-grade",2012-08-03,94
"21713","en","abu_sayyaf",2012-08-04,343
"217","en","al-qaeda",2012-08-04,3049
"21723","en","al-qaeda_in_the_arabian_peninsula",2012-08-04,124
"21724","en","al-qaeda_in_the_islamic_maghreb",2012-08-04,107
"21727","en","al-shabaab",2012-08-04,273
"21711","en","biological_weapon",2012-08-04,99
"21718","en","car_bomb",2012-08-04,173
"21710","en","chemical_weapon",2012-08-04,276
"2175","en","conventional_weapon",2012-08-04,30
"2177","en","dirty_bomb",2012-08-04,312
"2174","en","eco-terrorism",2012-08-04,209
"2173","en","environmental_terrorism",2012-08-04,19
"21715","en","euskadi_ta_askatasuna",2012-08-04,37
"21714","en","farc",2012-08-04,144
"21716","en","hezbollah",2012-08-04,1645
"21712","en","improvised_explosive_device",2012-08-04,1211
"21729","en","islamist",2012-08-04,112
"21719","en","jihad",2012-08-04,1468
"2179","en","nuclear",2012-08-04,178
"2178","en","nuclear_enrichment",2012-08-04,2
"21717","en","palestine_liberation_front",2012-08-04,54
"21726","en","political_radicalism",2012-08-04,110
"21728","en","recruitment",2012-08-04,1211
"21722","en","suicide_attack",2012-08-04,387
"21721","en","suicide_bomber",2012-08-04,54
"21720","en","taliban",2012-08-04,2238
"21725","en","tehrik-i-taliban_pakistan",2012-08-04,248
"2172","en","terror",2012-08-04,117
"2171","en","terrorism",2012-08-04,1834
"2176","en","weapons-grade",2012-08-04,57
"21813","en","abu_sayyaf",2012-08-05,373
"218","en","al-qaeda",2012-08-05,3515
"21823","en","al-qaeda_in_the_arabian_peninsula",2012-08-05,307
"21824","en","al-qaeda_in_the_islamic_maghreb",2012-08-05,105
"21827","en","al-shabaab",2012-08-05,247
"21811","en","biological_weapon",2012-08-05,117
"21818","en","car_bomb",2012-08-05,187
"21810","en","chemical_weapon",2012-08-05,281
"2185","en","conventional_weapon",2012-08-05,41
"2187","en","dirty_bomb",2012-08-05,358
"2184","en","eco-terrorism",2012-08-05,193
"2183","en","environmental_terrorism",2012-08-05,22
"21815","en","euskadi_ta_askatasuna",2012-08-05,36
"21814","en","farc",2012-08-05,104
"21816","en","hezbollah",2012-08-05,1675
"21812","en","improvised_explosive_device",2012-08-05,1492
"21829","en","islamist",2012-08-05,107
"21819","en","jihad",2012-08-05,1726
"2189","en","nuclear",2012-08-05,323
"2188","en","nuclear_enrichment",2012-08-05,4
"21817","en","palestine_liberation_front",2012-08-05,55
"21826","en","political_radicalism",2012-08-05,106
"21828","en","recruitment",2012-08-05,1172
"21822","en","suicide_attack",2012-08-05,641
"21821","en","suicide_bomber",2012-08-05,74
"21820","en","taliban",2012-08-05,2631
"21825","en","tehrik-i-taliban_pakistan",2012-08-05,253
"2182","en","terror",2012-08-05,140
"2181","en","terrorism",2012-08-05,2687
"2186","en","weapons-grade",2012-08-05,68
"21913","en","abu_sayyaf",2012-08-06,377
"219","en","al-qaeda",2012-08-06,4005
"21923","en","al-qaeda_in_the_arabian_peninsula",2012-08-06,148
"21924","en","al-qaeda_in_the_islamic_maghreb",2012-08-06,136
"21927","en","al-shabaab",2012-08-06,227
"21911","en","biological_weapon",2012-08-06,104
"21918","en","car_bomb",2012-08-06,218
"21910","en","chemical_weapon",2012-08-06,365
"2195","en","conventional_weapon",2012-08-06,57
"2197","en","dirty_bomb",2012-08-06,499
"2194","en","eco-terrorism",2012-08-06,213
"2193","en","environmental_terrorism",2012-08-06,33
"21915","en","euskadi_ta_askatasuna",2012-08-06,46
"21914","en","farc",2012-08-06,130
"21916","en","hezbollah",2012-08-06,2099
"21912","en","improvised_explosive_device",2012-08-06,1423
"21929","en","islamist",2012-08-06,178
"21919","en","jihad",2012-08-06,1880
"2199","en","nuclear",2012-08-06,136
"2198","en","nuclear_enrichment",2012-08-06,8
"21917","en","palestine_liberation_front",2012-08-06,43
"21926","en","political_radicalism",2012-08-06,147
"21928","en","recruitment",2012-08-06,1773
"21922","en","suicide_attack",2012-08-06,514
"21921","en","suicide_bomber",2012-08-06,91
"21920","en","taliban",2012-08-06,2847
"21925","en","tehrik-i-taliban_pakistan",2012-08-06,257
"2192","en","terror",2012-08-06,156
"2191","en","terrorism",2012-08-06,3460
"2196","en","weapons-grade",2012-08-06,120
"22013","en","abu_sayyaf",2012-08-07,399
"220","en","al-qaeda",2012-08-07,3991
"22023","en","al-qaeda_in_the_arabian_peninsula",2012-08-07,205
"22024","en","al-qaeda_in_the_islamic_maghreb",2012-08-07,124
"22027","en","al-shabaab",2012-08-07,242
"22011","en","biological_weapon",2012-08-07,98
"22018","en","car_bomb",2012-08-07,277
"22010","en","chemical_weapon",2012-08-07,395
"2205","en","conventional_weapon",2012-08-07,53
"2207","en","dirty_bomb",2012-08-07,454
"2204","en","eco-terrorism",2012-08-07,241
"2203","en","environmental_terrorism",2012-08-07,23
"22015","en","euskadi_ta_askatasuna",2012-08-07,31
"22014","en","farc",2012-08-07,187
"22016","en","hezbollah",2012-08-07,2291
"22012","en","improvised_explosive_device",2012-08-07,1560
"22029","en","islamist",2012-08-07,153
"22019","en","jihad",2012-08-07,1806
"2209","en","nuclear",2012-08-07,158
"2208","en","nuclear_enrichment",2012-08-07,12
"22017","en","palestine_liberation_front",2012-08-07,47
"22026","en","political_radicalism",2012-08-07,124
"22028","en","recruitment",2012-08-07,1783
"22022","en","suicide_attack",2012-08-07,665
"22021","en","suicide_bomber",2012-08-07,72
"22020","en","taliban",2012-08-07,2845
"22025","en","tehrik-i-taliban_pakistan",2012-08-07,252
"2202","en","terror",2012-08-07,176
"2201","en","terrorism",2012-08-07,3574
"2206","en","weapons-grade",2012-08-07,79
"22117","en","abu_sayyaf",2012-08-08,359
"221","en","al-qaeda",2012-08-08,3937
"22127","en","al-qaeda_in_the_arabian_peninsula",2012-08-08,161
"22128","en","al-qaeda_in_the_islamic_maghreb",2012-08-08,242
"22134","en","al-shabaab",2012-08-08,239
"22115","en","biological_weapon",2012-08-08,85
"22122","en","car_bomb",2012-08-08,226
"22114","en","chemical_weapon",2012-08-08,312
"2219","en","conventional_weapon",2012-08-08,48
"22111","en","dirty_bomb",2012-08-08,408
"2217","en","eco-terrorism",2012-08-08,259
"2215","en","environmental_terrorism",2012-08-08,36
"22119","en","euskadi_ta_askatasuna",2012-08-08,54
"22118","en","farc",2012-08-08,195
"22120","en","hezbollah",2012-08-08,2103
"22116","en","improvised_explosive_device",2012-08-08,1405
"22138","en","islamist",2012-08-08,139
"22123","en","jihad",2012-08-08,1785
"22113","en","nuclear",2012-08-08,167
"22112","en","nuclear_enrichment",2012-08-08,4
"22121","en","palestine_liberation_front",2012-08-08,44
"22132","en","political_radicalism",2012-08-08,133
"22136","en","recruitment",2012-08-08,1721
"22126","en","suicide_attack",2012-08-08,442
"22125","en","suicide_bomber",2012-08-08,53
"22124","en","taliban",2012-08-08,2835
"22130","en","tehrik-i-taliban_pakistan",2012-08-08,317
"2213","en","terror",2012-08-08,148
"2211","en","terrorism",2012-08-08,2754
"22110","en","weapons-grade",2012-08-08,68
"22215","en","abu_sayyaf",2012-08-09,383
"222","en","al-qaeda",2012-08-09,3628
"22225","en","al-qaeda_in_the_arabian_peninsula",2012-08-09,194
"22226","en","al-qaeda_in_the_islamic_maghreb",2012-08-09,260
"22229","en","al-shabaab",2012-08-09,271
"22213","en","biological_weapon",2012-08-09,82
"22220","en","car_bomb",2012-08-09,233
"22212","en","chemical_weapon",2012-08-09,427
"2225","en","conventional_weapon",2012-08-09,44
"2228","en","dirty_bomb",2012-08-09,481
"2224","en","eco-terrorism",2012-08-09,201
"2223","en","environmental_terrorism",2012-08-09,25
"22217","en","euskadi_ta_askatasuna",2012-08-09,59
"22216","en","farc",2012-08-09,141
"22218","en","hezbollah",2012-08-09,2288
"22214","en","improvised_explosive_device",2012-08-09,1525
"22231","en","islamist",2012-08-09,139
"22221","en","jihad",2012-08-09,1798
"22211","en","nuclear",2012-08-09,149
"22210","en","nuclear_enrichment",2012-08-09,3
"22219","en","palestine_liberation_front",2012-08-09,46
"22228","en","political_radicalism",2012-08-09,138
"22230","en","recruitment",2012-08-09,1744
"22224","en","suicide_attack",2012-08-09,462
"22223","en","suicide_bomber",2012-08-09,59
"22222","en","taliban",2012-08-09,2739
"22227","en","tehrik-i-taliban_pakistan",2012-08-09,387
"2222","en","terror",2012-08-09,156
"2221","en","terrorism",2012-08-09,2400
"2226","en","weapons-grade",2012-08-09,70
"22313","en","abu_sayyaf",2012-08-10,637
"223","en","al-qaeda",2012-08-10,3833
"22323","en","al-qaeda_in_the_arabian_peninsula",2012-08-10,164
"22324","en","al-qaeda_in_the_islamic_maghreb",2012-08-10,166
"22327","en","al-shabaab",2012-08-10,201
"22311","en","biological_weapon",2012-08-10,97
"22318","en","car_bomb",2012-08-10,186
"22310","en","chemical_weapon",2012-08-10,312
"2235","en","conventional_weapon",2012-08-10,59
"2237","en","dirty_bomb",2012-08-10,405
"2234","en","eco-terrorism",2012-08-10,215
"2233","en","environmental_terrorism",2012-08-10,25
"22315","en","euskadi_ta_askatasuna",2012-08-10,44
"22314","en","farc",2012-08-10,146
"22316","en","hezbollah",2012-08-10,2487
"22312","en","improvised_explosive_device",2012-08-10,1284
"22329","en","islamist",2012-08-10,133
"22319","en","jihad",2012-08-10,1824
"2239","en","nuclear",2012-08-10,108
"2238","en","nuclear_enrichment",2012-08-10,2
"22317","en","palestine_liberation_front",2012-08-10,43
"22326","en","political_radicalism",2012-08-10,108
"22328","en","recruitment",2012-08-10,1411
"22322","en","suicide_attack",2012-08-10,407
"22321","en","suicide_bomber",2012-08-10,61
"22320","en","taliban",2012-08-10,2782
"22325","en","tehrik-i-taliban_pakistan",2012-08-10,288
"2232","en","terror",2012-08-10,160
"2231","en","terrorism",2012-08-10,2137
"2236","en","weapons-grade",2012-08-10,78
"22413","en","abu_sayyaf",2012-08-11,562
"224","en","al-qaeda",2012-08-11,3355
"22423","en","al-qaeda_in_the_arabian_peninsula",2012-08-11,133
"22424","en","al-qaeda_in_the_islamic_maghreb",2012-08-11,151
"22427","en","al-shabaab",2012-08-11,239
"22411","en","biological_weapon",2012-08-11,94
"22418","en","car_bomb",2012-08-11,209
"22410","en","chemical_weapon",2012-08-11,397
"2245","en","conventional_weapon",2012-08-11,34
"2247","en","dirty_bomb",2012-08-11,339
"2244","en","eco-terrorism",2012-08-11,188
"2243","en","environmental_terrorism",2012-08-11,27
"22415","en","euskadi_ta_askatasuna",2012-08-11,38
"22414","en","farc",2012-08-11,118
"22416","en","hezbollah",2012-08-11,2615
"22412","en","improvised_explosive_device",2012-08-11,1217
"22429","en","islamist",2012-08-11,139
"22419","en","jihad",2012-08-11,1701
"2249","en","nuclear",2012-08-11,108
"2248","en","nuclear_enrichment",2012-08-11,6
"22417","en","palestine_liberation_front",2012-08-11,42
"22426","en","political_radicalism",2012-08-11,99
"22428","en","recruitment",2012-08-11,1205
"22422","en","suicide_attack",2012-08-11,358
"22421","en","suicide_bomber",2012-08-11,46
"22420","en","taliban",2012-08-11,2493
"22425","en","tehrik-i-taliban_pakistan",2012-08-11,313
"2242","en","terror",2012-08-11,133
"2241","en","terrorism",2012-08-11,1949
"2246","en","weapons-grade",2012-08-11,48
"22513","en","abu_sayyaf",2012-08-12,516
"225","en","al-qaeda",2012-08-12,3520
"22523","en","al-qaeda_in_the_arabian_peninsula",2012-08-12,156
"22524","en","al-qaeda_in_the_islamic_maghreb",2012-08-12,117
"22527","en","al-shabaab",2012-08-12,212
"22511","en","biological_weapon",2012-08-12,77
"22518","en","car_bomb",2012-08-12,206
"22510","en","chemical_weapon",2012-08-12,342
"2255","en","conventional_weapon",2012-08-12,23
"2257","en","dirty_bomb",2012-08-12,359
"2254","en","eco-terrorism",2012-08-12,222
"2253","en","environmental_terrorism",2012-08-12,15
"22515","en","euskadi_ta_askatasuna",2012-08-12,42
"22514","en","farc",2012-08-12,128
"22516","en","hezbollah",2012-08-12,1938
"22512","en","improvised_explosive_device",2012-08-12,1441
"22529","en","islamist",2012-08-12,188
"22519","en","jihad",2012-08-12,1792
"2259","en","nuclear",2012-08-12,162
"2258","en","nuclear_enrichment",2012-08-12,5
"22517","en","palestine_liberation_front",2012-08-12,51
"22526","en","political_radicalism",2012-08-12,136
"22528","en","recruitment",2012-08-12,1122
"22522","en","suicide_attack",2012-08-12,391
"22521","en","suicide_bomber",2012-08-12,60
"22520","en","taliban",2012-08-12,2719
"22525","en","tehrik-i-taliban_pakistan",2012-08-12,288
"2252","en","terror",2012-08-12,137
"2251","en","terrorism",2012-08-12,2030
"2256","en","weapons-grade",2012-08-12,66
"22613","en","abu_sayyaf",2012-08-13,598
"226","en","al-qaeda",2012-08-13,4099
"22623","en","al-qaeda_in_the_arabian_peninsula",2012-08-13,154
"22624","en","al-qaeda_in_the_islamic_maghreb",2012-08-13,96
"22627","en","al-shabaab",2012-08-13,284
"22611","en","biological_weapon",2012-08-13,95
"22618","en","car_bomb",2012-08-13,244
"22610","en","chemical_weapon",2012-08-13,385
"2265","en","conventional_weapon",2012-08-13,40
"2267","en","dirty_bomb",2012-08-13,430
"2264","en","eco-terrorism",2012-08-13,193
"2263","en","environmental_terrorism",2012-08-13,25
"22615","en","euskadi_ta_askatasuna",2012-08-13,59
"22614","en","farc",2012-08-13,151
"22616","en","hezbollah",2012-08-13,2340
"22612","en","improvised_explosive_device",2012-08-13,1418
"22629","en","islamist",2012-08-13,177
"22619","en","jihad",2012-08-13,1878
"2269","en","nuclear",2012-08-13,208
"2268","en","nuclear_enrichment",2012-08-13,10
"22617","en","palestine_liberation_front",2012-08-13,42
"22626","en","political_radicalism",2012-08-13,155
"22628","en","recruitment",2012-08-13,1995
"22622","en","suicide_attack",2012-08-13,430
"22621","en","suicide_bomber",2012-08-13,56
"22620","en","taliban",2012-08-13,3135
"22625","en","tehrik-i-taliban_pakistan",2012-08-13,282
"2262","en","terror",2012-08-13,160
"2261","en","terrorism",2012-08-13,2696
"2266","en","weapons-grade",2012-08-13,59
"22713","en","abu_sayyaf",2012-08-14,463
"227","en","al-qaeda",2012-08-14,3992
"22723","en","al-qaeda_in_the_arabian_peninsula",2012-08-14,166
"22724","en","al-qaeda_in_the_islamic_maghreb",2012-08-14,101
"22727","en","al-shabaab",2012-08-14,271
"22711","en","biological_weapon",2012-08-14,134
"22718","en","car_bomb",2012-08-14,227
"22710","en","chemical_weapon",2012-08-14,366
"2275","en","conventional_weapon",2012-08-14,41
"2277","en","dirty_bomb",2012-08-14,408
"2274","en","eco-terrorism",2012-08-14,229
"2273","en","environmental_terrorism",2012-08-14,19
"22715","en","euskadi_ta_askatasuna",2012-08-14,42
"22714","en","farc",2012-08-14,170
"22716","en","hezbollah",2012-08-14,2465
"22712","en","improvised_explosive_device",2012-08-14,1390
"22729","en","islamist",2012-08-14,129
"22719","en","jihad",2012-08-14,2146
"2279","en","nuclear",2012-08-14,225
"2278","en","nuclear_enrichment",2012-08-14,4
"22717","en","palestine_liberation_front",2012-08-14,51
"22726","en","political_radicalism",2012-08-14,142
"22728","en","recruitment",2012-08-14,1872
"22722","en","suicide_attack",2012-08-14,594
"22721","en","suicide_bomber",2012-08-14,68
"22720","en","taliban",2012-08-14,3071
"22725","en","tehrik-i-taliban_pakistan",2012-08-14,384
"2272","en","terror",2012-08-14,204
"2271","en","terrorism",2012-08-14,2470
"2276","en","weapons-grade",2012-08-14,80
"22813","en","abu_sayyaf",2012-08-15,471
"228","en","al-qaeda",2012-08-15,3953
"22823","en","al-qaeda_in_the_arabian_peninsula",2012-08-15,179
"22824","en","al-qaeda_in_the_islamic_maghreb",2012-08-15,112
"22827","en","al-shabaab",2012-08-15,257
"22811","en","biological_weapon",2012-08-15,106
"22818","en","car_bomb",2012-08-15,226
"22810","en","chemical_weapon",2012-08-15,352
"2285","en","conventional_weapon",2012-08-15,52
"2287","en","dirty_bomb",2012-08-15,389
"2284","en","eco-terrorism",2012-08-15,213
"2283","en","environmental_terrorism",2012-08-15,52
"22815","en","euskadi_ta_askatasuna",2012-08-15,40
"22814","en","farc",2012-08-15,207
"22816","en","hezbollah",2012-08-15,3009
"22812","en","improvised_explosive_device",2012-08-15,1359
"22829","en","islamist",2012-08-15,122
"22819","en","jihad",2012-08-15,2105
"2289","en","nuclear",2012-08-15,206
"2288","en","nuclear_enrichment",2012-08-15,3
"22817","en","palestine_liberation_front",2012-08-15,50
"22826","en","political_radicalism",2012-08-15,154
"22828","en","recruitment",2012-08-15,1544
