"","language","article","date","views"
"22912","en","weapons-grade",2012-08-16,61
"22937","en","yemen",2012-08-16,3388
"23020","en","abu_sayyaf",2012-08-17,414
"2305","en","afghanistan",2012-08-17,7458
"2308","en","agro",2012-08-17,58
"230","en","al-qaeda",2012-08-17,3580
"23034","en","al-qaeda_in_the_arabian_peninsula",2012-08-17,137
"23035","en","al-qaeda_in_the_islamic_maghreb",2012-08-17,102
"23043","en","al-shabaab",2012-08-17,213
"23018","en","ammonium_nitrate",2012-08-17,850
"2303","en","attack",2012-08-17,133
"23017","en","biological_weapon",2012-08-17,109
"23029","en","car_bomb",2012-08-17,193
"23016","en","chemical_weapon",2012-08-17,329
"23011","en","conventional_weapon",2012-08-17,42
"23013","en","dirty_bomb",2012-08-17,328
"23010","en","eco-terrorism",2012-08-17,215
"2309","en","environmental_terrorism",2012-08-17,21
"23024","en","euskadi_ta_askatasuna",2012-08-17,45
"23039","en","extremism",2012-08-17,321
"23022","en","farc",2012-08-17,141
"23046","en","fundamentalism",2012-08-17,666
"23021","en","hamas",2012-08-17,1381
"23025","en","hezbollah",2012-08-17,3399
"23019","en","improvised_explosive_device",2012-08-17,1723
"2306","en","iran",2012-08-17,9282
"2304","en","iraq",2012-08-17,4691
"23023","en","irish_republican_army",2012-08-17,2253
"23047","en","islamist",2012-08-17,113
"23030","en","jihad",2012-08-17,1855
"23044","en","nationalism",2012-08-17,1780
"23041","en","nigeria",2012-08-17,7422
"23015","en","nuclear",2012-08-17,170
"23014","en","nuclear_enrichment",2012-08-17,7
"2307","en","pakistan",2012-08-17,11289
"23028","en","palestine_liberation_front",2012-08-17,49
"23038","en","pirates",2012-08-17,345
"23027","en","plo",2012-08-17,178
"23042","en","political_radicalism",2012-08-17,121
"23045","en","recruitment",2012-08-17,1602
"23040","en","somalia",2012-08-17,5478
"23033","en","suicide_attack",2012-08-17,406
"23032","en","suicide_bomber",2012-08-17,81
"23031","en","taliban",2012-08-17,3770
"23026","en","tamil_tigers",2012-08-17,89
"23036","en","tehrik-i-taliban_pakistan",2012-08-17,636
"2302","en","terror",2012-08-17,164
"2301","en","terrorism",2012-08-17,2271
"23012","en","weapons-grade",2012-08-17,86
"23037","en","yemen",2012-08-17,3205
"23124","en","abu_sayyaf",2012-08-18,329
"2319","en","afghanistan",2012-08-18,6705
"23112","en","agro",2012-08-18,41
"231","en","al-qaeda",2012-08-18,3202
"23147","en","al-qaeda_in_the_arabian_peninsula",2012-08-18,121
"23149","en","al-qaeda_in_the_islamic_maghreb",2012-08-18,68
"23165","en","al-shabaab",2012-08-18,247
"23122","en","ammonium_nitrate",2012-08-18,768
"2315","en","attack",2012-08-18,134
"23121","en","biological_weapon",2012-08-18,80
"23137","en","car_bomb",2012-08-18,199
"23120","en","chemical_weapon",2012-08-18,288
"23115","en","conventional_weapon",2012-08-18,42
"23117","en","dirty_bomb",2012-08-18,278
"23114","en","eco-terrorism",2012-08-18,146
"23113","en","environmental_terrorism",2012-08-18,22
"23128","en","euskadi_ta_askatasuna",2012-08-18,35
"23157","en","extremism",2012-08-18,181
"23126","en","farc",2012-08-18,213
"23171","en","fundamentalism",2012-08-18,492
"23125","en","hamas",2012-08-18,1277
"23129","en","hezbollah",2012-08-18,2923
"23123","en","improvised_explosive_device",2012-08-18,1793
"23110","en","iran",2012-08-18,8681
"2317","en","iraq",2012-08-18,4065
"23127","en","irish_republican_army",2012-08-18,2360
"23173","en","islamist",2012-08-18,116
"23139","en","jihad",2012-08-18,1784
"23167","en","nationalism",2012-08-18,1297
"23161","en","nigeria",2012-08-18,5631
"23119","en","nuclear",2012-08-18,123
"23118","en","nuclear_enrichment",2012-08-18,2
"23111","en","pakistan",2012-08-18,11429
"23135","en","palestine_liberation_front",2012-08-18,33
"23155","en","pirates",2012-08-18,334
"23133","en","plo",2012-08-18,132
"23163","en","political_radicalism",2012-08-18,107
"23169","en","recruitment",2012-08-18,1240
"23159","en","somalia",2012-08-18,4669
"23145","en","suicide_attack",2012-08-18,347
"23143","en","suicide_bomber",2012-08-18,67
"23141","en","taliban",2012-08-18,2921
"23131","en","tamil_tigers",2012-08-18,94
"23151","en","tehrik-i-taliban_pakistan",2012-08-18,375
"2313","en","terror",2012-08-18,126
"2311","en","terrorism",2012-08-18,1751
"23116","en","weapons-grade",2012-08-18,56
"23153","en","yemen",2012-08-18,3372
"23222","en","abu_sayyaf",2012-08-19,385
"2325","en","afghanistan",2012-08-19,8630
"23210","en","agro",2012-08-19,37
"232","en","al-qaeda",2012-08-19,3557
"23236","en","al-qaeda_in_the_arabian_peninsula",2012-08-19,150
"23237","en","al-qaeda_in_the_islamic_maghreb",2012-08-19,104
"23245","en","al-shabaab",2012-08-19,275
"23220","en","ammonium_nitrate",2012-08-19,828
"2323","en","attack",2012-08-19,101
"23219","en","biological_weapon",2012-08-19,74
"23231","en","car_bomb",2012-08-19,251
"23218","en","chemical_weapon",2012-08-19,284
"23213","en","conventional_weapon",2012-08-19,28
"23215","en","dirty_bomb",2012-08-19,349
"23212","en","eco-terrorism",2012-08-19,212
"23211","en","environmental_terrorism",2012-08-19,18
"23226","en","euskadi_ta_askatasuna",2012-08-19,40
"23241","en","extremism",2012-08-19,269
"23224","en","farc",2012-08-19,167
"23248","en","fundamentalism",2012-08-19,607
"23223","en","hamas",2012-08-19,2449
"23227","en","hezbollah",2012-08-19,2551
"23221","en","improvised_explosive_device",2012-08-19,2170
"2326","en","iran",2012-08-19,9099
"2324","en","iraq",2012-08-19,4716
"23225","en","irish_republican_army",2012-08-19,2360
"23249","en","islamist",2012-08-19,145
"23232","en","jihad",2012-08-19,1906
"23246","en","nationalism",2012-08-19,1635
"23243","en","nigeria",2012-08-19,5770
"23217","en","nuclear",2012-08-19,402
"23216","en","nuclear_enrichment",2012-08-19,2
"2328","en","pakistan",2012-08-19,12122
"23230","en","palestine_liberation_front",2012-08-19,52
"23240","en","pirates",2012-08-19,359
"23229","en","plo",2012-08-19,149
"23244","en","political_radicalism",2012-08-19,132
"23247","en","recruitment",2012-08-19,1136
"23242","en","somalia",2012-08-19,5303
"23235","en","suicide_attack",2012-08-19,474
"23234","en","suicide_bomber",2012-08-19,112
"23233","en","taliban",2012-08-19,3014
"23228","en","tamil_tigers",2012-08-19,81
"23238","en","tehrik-i-taliban_pakistan",2012-08-19,357
"2322","en","terror",2012-08-19,178
"2321","en","terrorism",2012-08-19,1966
"23214","en","weapons-grade",2012-08-19,78
"23239","en","yemen",2012-08-19,3704
"23320","en","abu_sayyaf",2012-08-20,431
"2335","en","afghanistan",2012-08-20,8234
"2338","en","agro",2012-08-20,100
"233","en","al-qaeda",2012-08-20,3908
"23334","en","al-qaeda_in_the_arabian_peninsula",2012-08-20,226
"23335","en","al-qaeda_in_the_islamic_maghreb",2012-08-20,89
"23343","en","al-shabaab",2012-08-20,265
"23318","en","ammonium_nitrate",2012-08-20,1166
"2333","en","attack",2012-08-20,153
"23317","en","biological_weapon",2012-08-20,115
"23329","en","car_bomb",2012-08-20,266
"23316","en","chemical_weapon",2012-08-20,752
"23311","en","conventional_weapon",2012-08-20,49
"23313","en","dirty_bomb",2012-08-20,343
"23310","en","eco-terrorism",2012-08-20,276
"2339","en","environmental_terrorism",2012-08-20,19
"23324","en","euskadi_ta_askatasuna",2012-08-20,52
"23339","en","extremism",2012-08-20,264
"23322","en","farc",2012-08-20,176
"23346","en","fundamentalism",2012-08-20,742
"23321","en","hamas",2012-08-20,1474
"23325","en","hezbollah",2012-08-20,2610
"23319","en","improvised_explosive_device",2012-08-20,2942
"2336","en","iran",2012-08-20,8534
"2334","en","iraq",2012-08-20,4607
"23323","en","irish_republican_army",2012-08-20,2481
"23347","en","islamist",2012-08-20,144
"23330","en","jihad",2012-08-20,1800
"23344","en","nationalism",2012-08-20,1903
"23341","en","nigeria",2012-08-20,7211
"23315","en","nuclear",2012-08-20,168
"23314","en","nuclear_enrichment",2012-08-20,6
"2337","en","pakistan",2012-08-20,13704
"23328","en","palestine_liberation_front",2012-08-20,56
"23338","en","pirates",2012-08-20,415
"23327","en","plo",2012-08-20,159
"23342","en","political_radicalism",2012-08-20,167
"23345","en","recruitment",2012-08-20,1897
"23340","en","somalia",2012-08-20,6649
"23333","en","suicide_attack",2012-08-20,461
"23332","en","suicide_bomber",2012-08-20,69
"23331","en","taliban",2012-08-20,3634
"23326","en","tamil_tigers",2012-08-20,87
"23336","en","tehrik-i-taliban_pakistan",2012-08-20,398
"2332","en","terror",2012-08-20,169
"2331","en","terrorism",2012-08-20,2542
"23312","en","weapons-grade",2012-08-20,95
"23337","en","yemen",2012-08-20,3638
"23420","en","abu_sayyaf",2012-08-21,440
"2345","en","afghanistan",2012-08-21,8665
"2348","en","agro",2012-08-21,86
"234","en","al-qaeda",2012-08-21,3872
"23434","en","al-qaeda_in_the_arabian_peninsula",2012-08-21,195
"23435","en","al-qaeda_in_the_islamic_maghreb",2012-08-21,131
"23443","en","al-shabaab",2012-08-21,351
"23418","en","ammonium_nitrate",2012-08-21,1068
"2343","en","attack",2012-08-21,339
"23417","en","biological_weapon",2012-08-21,113
"23429","en","car_bomb",2012-08-21,233
"23416","en","chemical_weapon",2012-08-21,1701
"23411","en","conventional_weapon",2012-08-21,52
"23413","en","dirty_bomb",2012-08-21,372
"23410","en","eco-terrorism",2012-08-21,226
"2349","en","environmental_terrorism",2012-08-21,18
"23424","en","euskadi_ta_askatasuna",2012-08-21,60
"23439","en","extremism",2012-08-21,349
"23422","en","farc",2012-08-21,166
"23446","en","fundamentalism",2012-08-21,707
"23421","en","hamas",2012-08-21,1575
"23425","en","hezbollah",2012-08-21,2820
"23419","en","improvised_explosive_device",2012-08-21,1938
"2346","en","iran",2012-08-21,11113
"2344","en","iraq",2012-08-21,4858
"23423","en","irish_republican_army",2012-08-21,2447
"23447","en","islamist",2012-08-21,145
"23430","en","jihad",2012-08-21,1873
"23444","en","nationalism",2012-08-21,1928
"23441","en","nigeria",2012-08-21,7507
"23415","en","nuclear",2012-08-21,165
"23414","en","nuclear_enrichment",2012-08-21,5
"2347","en","pakistan",2012-08-21,15656
"23428","en","palestine_liberation_front",2012-08-21,54
"23438","en","pirates",2012-08-21,344
"23427","en","plo",2012-08-21,166
"23442","en","political_radicalism",2012-08-21,145
"23445","en","recruitment",2012-08-21,2140
"23440","en","somalia",2012-08-21,7653
"23433","en","suicide_attack",2012-08-21,473
"23432","en","suicide_bomber",2012-08-21,70
"23431","en","taliban",2012-08-21,3327
"23426","en","tamil_tigers",2012-08-21,99
"23436","en","tehrik-i-taliban_pakistan",2012-08-21,349
"2342","en","terror",2012-08-21,173
"2341","en","terrorism",2012-08-21,2564
"23412","en","weapons-grade",2012-08-21,87
"23437","en","yemen",2012-08-21,3459
"23520","en","abu_sayyaf",2012-08-22,347
"2355","en","afghanistan",2012-08-22,7624
"2358","en","agro",2012-08-22,61
"235","en","al-qaeda",2012-08-22,3876
"23534","en","al-qaeda_in_the_arabian_peninsula",2012-08-22,161
"23535","en","al-qaeda_in_the_islamic_maghreb",2012-08-22,171
"23543","en","al-shabaab",2012-08-22,335
"23518","en","ammonium_nitrate",2012-08-22,1026
"2353","en","attack",2012-08-22,159
"23517","en","biological_weapon",2012-08-22,103
"23529","en","car_bomb",2012-08-22,209
"23516","en","chemical_weapon",2012-08-22,886
"23511","en","conventional_weapon",2012-08-22,71
"23513","en","dirty_bomb",2012-08-22,371
"23510","en","eco-terrorism",2012-08-22,253
"2359","en","environmental_terrorism",2012-08-22,25
"23524","en","euskadi_ta_askatasuna",2012-08-22,45
"23539","en","extremism",2012-08-22,289
"23522","en","farc",2012-08-22,154
"23546","en","fundamentalism",2012-08-22,751
"23521","en","hamas",2012-08-22,1467
"23525","en","hezbollah",2012-08-22,2972
"23519","en","improvised_explosive_device",2012-08-22,1624
"2356","en","iran",2012-08-22,9510
"2354","en","iraq",2012-08-22,4678
"23523","en","irish_republican_army",2012-08-22,2247
"23547","en","islamist",2012-08-22,116
"23530","en","jihad",2012-08-22,1817
"23544","en","nationalism",2012-08-22,2152
"23541","en","nigeria",2012-08-22,7836
"23515","en","nuclear",2012-08-22,199
"23514","en","nuclear_enrichment",2012-08-22,4
"2357","en","pakistan",2012-08-22,13268
"23528","en","palestine_liberation_front",2012-08-22,49
"23538","en","pirates",2012-08-22,372
"23527","en","plo",2012-08-22,200
"23542","en","political_radicalism",2012-08-22,149
"23545","en","recruitment",2012-08-22,2205
"23540","en","somalia",2012-08-22,5462
"23533","en","suicide_attack",2012-08-22,414
"23532","en","suicide_bomber",2012-08-22,71
"23531","en","taliban",2012-08-22,3114
"23526","en","tamil_tigers",2012-08-22,80
"23536","en","tehrik-i-taliban_pakistan",2012-08-22,328
"2352","en","terror",2012-08-22,146
"2351","en","terrorism",2012-08-22,2605
"23512","en","weapons-grade",2012-08-22,100
"23537","en","yemen",2012-08-22,4203
"23620","en","abu_sayyaf",2012-08-23,372
"2365","en","afghanistan",2012-08-23,7559
"2368","en","agro",2012-08-23,51
"236","en","al-qaeda",2012-08-23,3874
"23634","en","al-qaeda_in_the_arabian_peninsula",2012-08-23,162
"23635","en","al-qaeda_in_the_islamic_maghreb",2012-08-23,129
"23643","en","al-shabaab",2012-08-23,288
"23618","en","ammonium_nitrate",2012-08-23,1076
"2363","en","attack",2012-08-23,130
"23617","en","biological_weapon",2012-08-23,76
"23629","en","car_bomb",2012-08-23,233
"23616","en","chemical_weapon",2012-08-23,794
"23611","en","conventional_weapon",2012-08-23,47
"23613","en","dirty_bomb",2012-08-23,332
"23610","en","eco-terrorism",2012-08-23,249
"2369","en","environmental_terrorism",2012-08-23,28
"23624","en","euskadi_ta_askatasuna",2012-08-23,40
"23639","en","extremism",2012-08-23,327
"23622","en","farc",2012-08-23,134
"23646","en","fundamentalism",2012-08-23,679
"23621","en","hamas",2012-08-23,1501
"23625","en","hezbollah",2012-08-23,2845
"23619","en","improvised_explosive_device",2012-08-23,1631
"2366","en","iran",2012-08-23,9090
"2364","en","iraq",2012-08-23,4867
"23623","en","irish_republican_army",2012-08-23,3623
"23647","en","islamist",2012-08-23,134
"23630","en","jihad",2012-08-23,1829
"23644","en","nationalism",2012-08-23,2162
"23641","en","nigeria",2012-08-23,7600
"23615","en","nuclear",2012-08-23,188
"23614","en","nuclear_enrichment",2012-08-23,9
"2367","en","pakistan",2012-08-23,13303
"23628","en","palestine_liberation_front",2012-08-23,44
"23638","en","pirates",2012-08-23,381
"23627","en","plo",2012-08-23,149
"23642","en","political_radicalism",2012-08-23,174
"23645","en","recruitment",2012-08-23,2124
"23640","en","somalia",2012-08-23,4702
"23633","en","suicide_attack",2012-08-23,398
"23632","en","suicide_bomber",2012-08-23,69
"23631","en","taliban",2012-08-23,3075
"23626","en","tamil_tigers",2012-08-23,88
"23636","en","tehrik-i-taliban_pakistan",2012-08-23,313
"2362","en","terror",2012-08-23,171
"2361","en","terrorism",2012-08-23,2464
"23612","en","weapons-grade",2012-08-23,75
"23637","en","yemen",2012-08-23,4023
"23720","en","abu_sayyaf",2012-08-24,419
"2375","en","afghanistan",2012-08-24,7258
"2378","en","agro",2012-08-24,45
"237","en","al-qaeda",2012-08-24,3814
"23734","en","al-qaeda_in_the_arabian_peninsula",2012-08-24,171
"23735","en","al-qaeda_in_the_islamic_maghreb",2012-08-24,101
"23743","en","al-shabaab",2012-08-24,285
"23718","en","ammonium_nitrate",2012-08-24,1037
"2373","en","attack",2012-08-24,151
"23717","en","biological_weapon",2012-08-24,104
"23729","en","car_bomb",2012-08-24,476
"23716","en","chemical_weapon",2012-08-24,488
"23711","en","conventional_weapon",2012-08-24,39
"23713","en","dirty_bomb",2012-08-24,341
"23710","en","eco-terrorism",2012-08-24,265
"2379","en","environmental_terrorism",2012-08-24,24
"23724","en","euskadi_ta_askatasuna",2012-08-24,45
"23739","en","extremism",2012-08-24,327
"23722","en","farc",2012-08-24,149
"23746","en","fundamentalism",2012-08-24,919
"23721","en","hamas",2012-08-24,1291
"23725","en","hezbollah",2012-08-24,2419
"23719","en","improvised_explosive_device",2012-08-24,1510
"2376","en","iran",2012-08-24,9407
"2374","en","iraq",2012-08-24,4401
"23723","en","irish_republican_army",2012-08-24,2608
"23747","en","islamist",2012-08-24,159
"23730","en","jihad",2012-08-24,1831
"23744","en","nationalism",2012-08-24,1877
"23741","en","nigeria",2012-08-24,7377
"23715","en","nuclear",2012-08-24,188
"23714","en","nuclear_enrichment",2012-08-24,8
"2377","en","pakistan",2012-08-24,12325
"23728","en","palestine_liberation_front",2012-08-24,57
"23738","en","pirates",2012-08-24,335
"23727","en","plo",2012-08-24,167
"23742","en","political_radicalism",2012-08-24,140
"23745","en","recruitment",2012-08-24,1772
"23740","en","somalia",2012-08-24,4643
"23733","en","suicide_attack",2012-08-24,440
"23732","en","suicide_bomber",2012-08-24,104
"23731","en","taliban",2012-08-24,2952
"23726","en","tamil_tigers",2012-08-24,101
"23736","en","tehrik-i-taliban_pakistan",2012-08-24,397
"2372","en","terror",2012-08-24,173
"2371","en","terrorism",2012-08-24,3040
"23712","en","weapons-grade",2012-08-24,96
"23737","en","yemen",2012-08-24,3503
"23820","en","abu_sayyaf",2012-08-25,290
"2385","en","afghanistan",2012-08-25,7145
"2388","en","agro",2012-08-25,36
"238","en","al-qaeda",2012-08-25,4274
"23834","en","al-qaeda_in_the_arabian_peninsula",2012-08-25,118
"23835","en","al-qaeda_in_the_islamic_maghreb",2012-08-25,79
"23843","en","al-shabaab",2012-08-25,202
"23818","en","ammonium_nitrate",2012-08-25,739
"2383","en","attack",2012-08-25,133
"23817","en","biological_weapon",2012-08-25,105
"23829","en","car_bomb",2012-08-25,351
"23816","en","chemical_weapon",2012-08-25,406
"23811","en","conventional_weapon",2012-08-25,31
"23813","en","dirty_bomb",2012-08-25,292
"23810","en","eco-terrorism",2012-08-25,222
"2389","en","environmental_terrorism",2012-08-25,29
"23824","en","euskadi_ta_askatasuna",2012-08-25,41
"23839","en","extremism",2012-08-25,275
"23822","en","farc",2012-08-25,125
"23846","en","fundamentalism",2012-08-25,445
"23821","en","hamas",2012-08-25,1564
"23825","en","hezbollah",2012-08-25,2749
"23819","en","improvised_explosive_device",2012-08-25,1229
"2386","en","iran",2012-08-25,7424
"2384","en","iraq",2012-08-25,3941
"23823","en","irish_republican_army",2012-08-25,2066
"23847","en","islamist",2012-08-25,146
"23830","en","jihad",2012-08-25,1499
"23844","en","nationalism",2012-08-25,1505
"23841","en","nigeria",2012-08-25,5924
"23815","en","nuclear",2012-08-25,106
"23814","en","nuclear_enrichment",2012-08-25,8
"2387","en","pakistan",2012-08-25,11617
"23828","en","palestine_liberation_front",2012-08-25,38
"23838","en","pirates",2012-08-25,360
"23827","en","plo",2012-08-25,142
"23842","en","political_radicalism",2012-08-25,134
"23845","en","recruitment",2012-08-25,1375
"23840","en","somalia",2012-08-25,4593
"23833","en","suicide_attack",2012-08-25,377
"23832","en","suicide_bomber",2012-08-25,70
"23831","en","taliban",2012-08-25,3293
"23826","en","tamil_tigers",2012-08-25,67
"23836","en","tehrik-i-taliban_pakistan",2012-08-25,657
"2382","en","terror",2012-08-25,157
"2381","en","terrorism",2012-08-25,2331
"23812","en","weapons-grade",2012-08-25,71
"23837","en","yemen",2012-08-25,3232
"23920","en","abu_sayyaf",2012-08-26,364
"2395","en","afghanistan",2012-08-26,6976
"2398","en","agro",2012-08-26,46
"239","en","al-qaeda",2012-08-26,3791
"23934","en","al-qaeda_in_the_arabian_peninsula",2012-08-26,133
"23935","en","al-qaeda_in_the_islamic_maghreb",2012-08-26,92
"23943","en","al-shabaab",2012-08-26,248
"23918","en","ammonium_nitrate",2012-08-26,849
"2393","en","attack",2012-08-26,180
"23917","en","biological_weapon",2012-08-26,104
"23929","en","car_bomb",2012-08-26,296
"23916","en","chemical_weapon",2012-08-26,370
"23911","en","conventional_weapon",2012-08-26,41
"23913","en","dirty_bomb",2012-08-26,437
"23910","en","eco-terrorism",2012-08-26,248
"2399","en","environmental_terrorism",2012-08-26,29
"23924","en","euskadi_ta_askatasuna",2012-08-26,45
"23939","en","extremism",2012-08-26,593
"23922","en","farc",2012-08-26,107
"23946","en","fundamentalism",2012-08-26,701
"23921","en","hamas",2012-08-26,1617
"23925","en","hezbollah",2012-08-26,1991
"23919","en","improvised_explosive_device",2012-08-26,1182
"2396","en","iran",2012-08-26,8729
"2394","en","iraq",2012-08-26,5033
"23923","en","irish_republican_army",2012-08-26,2542
"23947","en","islamist",2012-08-26,128
"23930","en","jihad",2012-08-26,1703
"23944","en","nationalism",2012-08-26,1840
"23941","en","nigeria",2012-08-26,6097
"23915","en","nuclear",2012-08-26,109
"23914","en","nuclear_enrichment",2012-08-26,9
"2397","en","pakistan",2012-08-26,12292
"23928","en","palestine_liberation_front",2012-08-26,60
"23938","en","pirates",2012-08-26,364
"23927","en","plo",2012-08-26,200
"23942","en","political_radicalism",2012-08-26,112
"23945","en","recruitment",2012-08-26,1218
"23940","en","somalia",2012-08-26,4851
"23933","en","suicide_attack",2012-08-26,440
"23932","en","suicide_bomber",2012-08-26,59
"23931","en","taliban",2012-08-26,3182
"23926","en","tamil_tigers",2012-08-26,74
"23936","en","tehrik-i-taliban_pakistan",2012-08-26,496
"2392","en","terror",2012-08-26,181
"2391","en","terrorism",2012-08-26,2406
"23912","en","weapons-grade",2012-08-26,73
"23937","en","yemen",2012-08-26,3479
"24020","en","abu_sayyaf",2012-08-27,457
"2405","en","afghanistan",2012-08-27,10256
"2408","en","agro",2012-08-27,53
"240","en","al-qaeda",2012-08-27,4317
"24034","en","al-qaeda_in_the_arabian_peninsula",2012-08-27,155
"24035","en","al-qaeda_in_the_islamic_maghreb",2012-08-27,117
"24043","en","al-shabaab",2012-08-27,307
"24018","en","ammonium_nitrate",2012-08-27,1087
"2403","en","attack",2012-08-27,316
"24017","en","biological_weapon",2012-08-27,123
"24029","en","car_bomb",2012-08-27,247
"24016","en","chemical_weapon",2012-08-27,403
"24011","en","conventional_weapon",2012-08-27,48
"24013","en","dirty_bomb",2012-08-27,396
"24010","en","eco-terrorism",2012-08-27,197
"2409","en","environmental_terrorism",2012-08-27,20
"24024","en","euskadi_ta_askatasuna",2012-08-27,75
"24039","en","extremism",2012-08-27,351
"24022","en","farc",2012-08-27,245
"24046","en","fundamentalism",2012-08-27,784
"24021","en","hamas",2012-08-27,1752
"24025","en","hezbollah",2012-08-27,2243
"24019","en","improvised_explosive_device",2012-08-27,2231
"2406","en","iran",2012-08-27,10365
"2404","en","iraq",2012-08-27,4942
"24023","en","irish_republican_army",2012-08-27,3020
"24047","en","islamist",2012-08-27,140
"24030","en","jihad",2012-08-27,1980
"24044","en","nationalism",2012-08-27,2282
"24041","en","nigeria",2012-08-27,7842
"24015","en","nuclear",2012-08-27,150
"24014","en","nuclear_enrichment",2012-08-27,6
"2407","en","pakistan",2012-08-27,14374
"24028","en","palestine_liberation_front",2012-08-27,42
"24038","en","pirates",2012-08-27,369
"24027","en","plo",2012-08-27,161
"24042","en","political_radicalism",2012-08-27,160
"24045","en","recruitment",2012-08-27,2121
"24040","en","somalia",2012-08-27,5661
"24033","en","suicide_attack",2012-08-27,451
"24032","en","suicide_bomber",2012-08-27,67
"24031","en","taliban",2012-08-27,9985
"24026","en","tamil_tigers",2012-08-27,86
"24036","en","tehrik-i-taliban_pakistan",2012-08-27,493
"2402","en","terror",2012-08-27,208
"2401","en","terrorism",2012-08-27,2729
"24012","en","weapons-grade",2012-08-27,79
"24037","en","yemen",2012-08-27,3645
"24124","en","abu_sayyaf",2012-08-28,421
"2419","en","afghanistan",2012-08-28,9602
"24112","en","agro",2012-08-28,42
"241","en","al-qaeda",2012-08-28,4261
"24147","en","al-qaeda_in_the_arabian_peninsula",2012-08-28,177
"24149","en","al-qaeda_in_the_islamic_maghreb",2012-08-28,171
"24165","en","al-shabaab",2012-08-28,259
"24122","en","ammonium_nitrate",2012-08-28,1226
"2415","en","attack",2012-08-28,246
"24121","en","biological_weapon",2012-08-28,103
"24137","en","car_bomb",2012-08-28,286
"24120","en","chemical_weapon",2012-08-28,462
"24115","en","conventional_weapon",2012-08-28,59
"24117","en","dirty_bomb",2012-08-28,391
"24114","en","eco-terrorism",2012-08-28,244
"24113","en","environmental_terrorism",2012-08-28,27
"24128","en","euskadi_ta_askatasuna",2012-08-28,47
"24157","en","extremism",2012-08-28,298
"24126","en","farc",2012-08-28,785
"24171","en","fundamentalism",2012-08-28,776
"24125","en","hamas",2012-08-28,1938
"24129","en","hezbollah",2012-08-28,2079
"24123","en","improvised_explosive_device",2012-08-28,1922
"24110","en","iran",2012-08-28,9172
"2417","en","iraq",2012-08-28,5141
"24127","en","irish_republican_army",2012-08-28,2675
"24173","en","islamist",2012-08-28,126
"24139","en","jihad",2012-08-28,1951
"24167","en","nationalism",2012-08-28,2416
"24161","en","nigeria",2012-08-28,8019
"24119","en","nuclear",2012-08-28,157
"24118","en","nuclear_enrichment",2012-08-28,6
"24111","en","pakistan",2012-08-28,13227
"24135","en","palestine_liberation_front",2012-08-28,74
"24155","en","pirates",2012-08-28,364
"24133","en","plo",2012-08-28,182
"24163","en","political_radicalism",2012-08-28,190
"24169","en","recruitment",2012-08-28,2179
"24159","en","somalia",2012-08-28,6840
"24145","en","suicide_attack",2012-08-28,422
"24143","en","suicide_bomber",2012-08-28,74
"24141","en","taliban",2012-08-28,6308
"24131","en","tamil_tigers",2012-08-28,85
"24151","en","tehrik-i-taliban_pakistan",2012-08-28,367
"2413","en","terror",2012-08-28,147
"2411","en","terrorism",2012-08-28,2896
"24116","en","weapons-grade",2012-08-28,88
"24153","en","yemen",2012-08-28,3618
"24222","en","abu_sayyaf",2012-08-29,417
"2425","en","afghanistan",2012-08-29,8930
"24210","en","agro",2012-08-29,45
"242","en","al-qaeda",2012-08-29,5179
"24236","en","al-qaeda_in_the_arabian_peninsula",2012-08-29,159
"24237","en","al-qaeda_in_the_islamic_maghreb",2012-08-29,105
"24245","en","al-shabaab",2012-08-29,896
"24220","en","ammonium_nitrate",2012-08-29,1271
"2423","en","attack",2012-08-29,266
"24219","en","biological_weapon",2012-08-29,123
"24231","en","car_bomb",2012-08-29,342
"24218","en","chemical_weapon",2012-08-29,482
"24213","en","conventional_weapon",2012-08-29,43
"24215","en","dirty_bomb",2012-08-29,357
"24212","en","eco-terrorism",2012-08-29,232
"24211","en","environmental_terrorism",2012-08-29,16
"24226","en","euskadi_ta_askatasuna",2012-08-29,39
"24241","en","extremism",2012-08-29,326
"24224","en","farc",2012-08-29,415
"24248","en","fundamentalism",2012-08-29,764
"24223","en","hamas",2012-08-29,1806
"24227","en","hezbollah",2012-08-29,2071
"24221","en","improvised_explosive_device",2012-08-29,1584
"2426","en","iran",2012-08-29,10539
"2424","en","iraq",2012-08-29,5395
"24225","en","irish_republican_army",2012-08-29,2691
"24249","en","islamist",2012-08-29,160
"24232","en","jihad",2012-08-29,2266
"24246","en","nationalism",2012-08-29,2497
"24243","en","nigeria",2012-08-29,8163
"24217","en","nuclear",2012-08-29,504
"24216","en","nuclear_enrichment",2012-08-29,11
"2428","en","pakistan",2012-08-29,13813
"24230","en","palestine_liberation_front",2012-08-29,62
"24240","en","pirates",2012-08-29,374
"24229","en","plo",2012-08-29,166
"24244","en","political_radicalism",2012-08-29,187
"24247","en","recruitment",2012-08-29,2222
"24242","en","somalia",2012-08-29,6447
"24235","en","suicide_attack",2012-08-29,588
"24234","en","suicide_bomber",2012-08-29,92
"24233","en","taliban",2012-08-29,4318
"24228","en","tamil_tigers",2012-08-29,119
"24238","en","tehrik-i-taliban_pakistan",2012-08-29,354
"2422","en","terror",2012-08-29,195
"2421","en","terrorism",2012-08-29,2971
"24214","en","weapons-grade",2012-08-29,93
"24239","en","yemen",2012-08-29,3526
